"iata,""type"",""name_ru"",""name_en"",""coordinates"",""timezone"",""parent_name_en"""
"SYR,""city"",""Сиракьюс"",""Syracuse"",""43.0481221:-76.1474244"",""America/New_York"",""United States"""
"SYS,""city"",""Сунчхон"",""Suncheon"",""34.950637:127.4872135"",""Asia/Seoul"",""South Korea"""
"SYT,""city"",""Шароле"",""Saint Yan"",""46.413055:4.014167"",""Europe/Paris"",""France"""
"SYU,""city"",""Сью Айленд"",""Sue Island"",""-10.2062467:142.827248"",""Australia/Lindeman"",""Australia"""
"SYV,""city"",""Силвестер"",""Sylvester"",""31.5307349:-83.8354542"",""America/New_York"",""United States"""
"SYW,""city"",""Сехвен Шариф"",""Sehwen Sharif"",""6.28:-8.28"",""Asia/Karachi"",""Pakistan"""
"SYX,""city"",""Санья"",""Sanya"",""18.252847:109.511909"",""Asia/Chongqing"",""China"""
"SYY,""city"",""Сторновэй"",""Stornoway"",""58.2160007:-6.3859307"",""Europe/London"",""United Kingdom"""
"SYZ,""city"",""Шираз"",""Shiraz"",""29.6166667:52.5333333"",""Asia/Tehran"",""Iran"""
"SZA,""city"",""Сойо"",""Soyo"",""-6.14:12.37"",""Africa/Luanda"",""Angola"""
"SZC,""city"",""Санта Круз"",""Santa Cruz"",""10.27:-85.6"",""America/Costa_Rica"",""Costa Rica"""
"SZD,""city"",""Шеффилд"",""Sheffield"",""53.3830548:-1.4647953"",""Europe/London"",""United Kingdom"""
"SZE,""city"",""Семера"",""Semera"",""1.55:110.67"",""Africa/Addis_Ababa"",""Ethiopia"""
"SZG,""city"",""Зальцбург"",""Salzburg"",""47.80949:13.05501"",""Europe/Vienna"",""Austria"""
"SZH,""city"",""Сенипах"",""Senipah"",""-0.95:117.15"",""Asia/Makassar"",""Indonesia"""
"SZI,""city"",""Зайсан"",""Zaisan"",,""Asia/Almaty"",""Kazakhstan"""
"SZJ,""city"",""Сигуанеа"",""Siguanea"",""21.65:-82.95"",""America/Havana"",""Cuba"""
"SZK,""city"",""Скукуза"",""Skukuza"",""-24.96:31.59"",""Africa/Johannesburg"",""South Africa"""
"SZL,""city"",""Канзас"",""Kansas"",,""America/Chicago"",""United States"""
"SZM,""city"",""Сесрием"",""Sesriem"",,""Africa/Windhoek"",""Namibia"""
"SZO,""city"",""Шаньжоу"",""Shanzhou"",""22.07:113.38"",""Asia/Shanghai"",""China"""
"SZP,""city"",""Санта Паула"",""Santa Paula"",""34.3541659:-119.0592705"",""America/Los_Angeles"",""United States"""
"SZQ,""city"",""Саенз Пена"",""Saenz Pena"",""-26.82:-60.45"",""America/Argentina/Buenos_Aires"",""Argentina"""
"SZR,""city"",""Стара-Загора"",""Stara Zagora"",""42.4239169:25.6249022"",""Europe/Sofia"",""Bulgaria"""
"SZS,""city"",""Стюарт Айленд"",""Stewart Island"",""-46.9580693:167.8078432"",""Pacific/Auckland"",""New Zealand"""
"SZT,""city"",""С. Кристобаиль дель Касас"",""S.Cristobal deL Casas"",""16.69:-92.53"",""America/Mexico_City"",""Mexico"""
"SZU,""city"",""Сеги"",""Segou"",""13.440597:-6.265322"",""Africa/Bamako"",""Mali"""
"SZV,""city"",""Сучжоу"",""Suzhou"",""31.298886:120.585316"",""Asia/Urumqi"",""China"""
"SZW,""city"",""Шверин"",""Schwerin"",""53.625743:11.416893"",""Europe/Berlin"",""Germany"""
"SZX,""city"",""Шэньчжэнь"",""Shenzhen"",""22.543099:114.057868"",""Asia/Chongqing"",""China"""
"SZY,""city"",""Сзимани"",""Szymany"",""53.48:20.94"",""Europe/Warsaw"",""Poland"""
"SZZ,""city"",""Щецин"",""Szczecin"",""53.4285438:14.5528116"",""Europe/Warsaw"",""Poland"""
"TAA,""city"",""Тарапаина"",""Tarapaina"",,""+0.0"",""Solomon Islands"""
"TAB,""city"",""Тобаго"",""Tobago"",""11.2317706:-60.6981989"",""America/Port_of_Spain"",""Trinidad and Tobago"""
"TAC,""city"",""Таклобан"",""Tacloban"",""11.25:125.0"",""Asia/Manila"",""Philippines"""
"TAD,""city"",""Тринидад"",""Trinidad"",""37.1694632:-104.5005407"",""America/New_York"",""United States"""
"TAE,""city"",""Дэгу"",""Daegu"",""35.8714354:128.601445"",""Asia/Seoul"",""South Korea"""
"TAG,""city"",""Тагбиларан"",""Tagbilaran"",""9.65:123.85"",""Asia/Manila"",""Philippines"""
"TAH,""city"",""Танна"",""Tanna"",""-19.5154862:169.3578201"",""Pacific/Efate"",""Vanuatu"""
"TAI,""city"",""Таиз"",""Taiz"",""13.69:44.14"",""Asia/Aden"",""Yemen"""
"TAK,""city"",""Такамацу"",""Takamatsu"",""34.3427879:134.046574"",""Asia/Tokyo"",""Japan"""
"TAL,""city"",""Танана"",""Tanana"",""65.1719444:-152.0788889"",""America/Anchorage"",""United States"""
"TAM,""city"",""Тампико"",""Tampico"",""22.2552778:-97.8686111"",""America/Mexico_City"",""Mexico"""
"TAN,""city"",""Тангалума"",""Tangalooma"",""-27.1777716:153.3748819"",""Australia/Brisbane"",""Australia"""
"TAO,""city"",""Циндао"",""Qingdao"",""36.06722:120.382504"",""Asia/Shanghai"",""China"""
"TAP,""city"",""Тапачуле"",""Tapachula"",""14.9:-92.2666667"",""America/Mexico_City"",""Mexico"""
"TAQ,""city"",""Таркоола"",""Tarcoola"",""-30.7093372:134.564603"",""Australia/Adelaide"",""Australia"""
"TAR,""city"",""Таранто"",""Taranto"",""40.4692383:17.2400088"",""Europe/Rome"",""Italy"""
"TAS,""city"",""Ташкент"",""Tashkent"",""41.2666667:69.2166667"",""Asia/Tashkent"",""Uzbekistan"""
"TAT,""city"",""Попрад"",""Poprad"",""49.0570032:20.3047448"",""Europe/Bratislava"",""Slovakia"""
"TAU,""city"",""Таурамена"",""Tauramena"",""5.0166667:-72.75"",""America/Bogota"",""Colombia"""
"TAV,""city"",""Фити'Юта Вилладж"",""Fiti'Uta Village"",""-14.23:-169.51"",""Pacific/Pago_Pago"",""American Samoa"""
"TAW,""city"",""Такуарембо"",""Tacuarembo"",""-32.0106717:-55.6689636"",""America/Montevideo"",""Uruguay"""
"TAX,""city"",""Талиабу"",""Taliabu"",""-1.62:124.55"",""Asia/Jayapura"",""Indonesia"""
"TAY,""city"",""Тарту"",""Tartu"",""58.3708837:26.7148282"",""Europe/Tallinn"",""Estonia"""
"TAZ,""city"",""Дашогуз"",""Dashoguz"",""41.834461:59.957321"",""Asia/Ashgabat"",""Turkmenistan"""
"TBA,""city"",""Табибуга"",""Tabibuga"",""-5.58:144.68"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TBB,""city"",""Туй Хоа"",""Tuy Hoa"",""13.05:109.33"",""Asia/Ho_Chi_Minh"",""Vietnam"""
"TBC,""city"",""Таба Сити"",""Tuba City"",""36.1349928:-111.2398625"",""America/Denver"",""United States"""
"TBD,""city"",""Тимбики"",""Timbiqui"",""2.7666667:-77.6333333"",""America/Bogota"",""Colombia"""
"TBE,""city"",,""Timbunke"",""-4.2:143.52"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TBF,""city"",""Табитеуея Эйрстрип"",""Tabiteuea North"",""-1.2237051:174.7761056"",""Pacific/Tarawa"",""Kiribati"""
"TBG,""city"",""Табубил"",""Tabubil"",""-5.28:141.23"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TBH,""city"",""Остров Таблас"",""Tablas"",""12.3987017:122.0610174"",""Asia/Manila"",""Philippines"""
"TBI,""city"",""Зе Байт"",""The Bight"",""24.3:-75.45"",""America/Nassau"",""Bahamas"""
"TBJ,""city"",""Табарка"",""Tabarka"",""36.95742:8.750955"",""Africa/Tunis"",""Tunisia"""
"TBK,""city"",""Тимбер Крик"",""Timber Creek"",""-15.6502331:130.4777132"",""Australia/Adelaide"",""Australia"""
"TBL,""city"",""Тейбеланд"",""Tableland"",""-17.3:126.91"",""Australia/Brisbane"",""Australia"""
"TBM,""city"",""Тамбанг Самба"",""Tumbang Samba"",""-3.25:112.583333"",""Asia/Jakarta"",""Indonesia"""
"TBN,""city"",""Форт Леонадр Вуд"",""Fort Leonard Wood"",,""America/Chicago"",""United States"""
"TBO,""city"",""Табора"",""Tabora"",""-5.018062:32.826279"",""Africa/Dar_es_Salaam"",""Tanzania"""
"TBP,""city"",""Тумбес"",""Tumbes"",""-3.5666667:-80.45"",""America/Lima"",""Peru"""
"TBQ,""city"",""Тарабо"",""Tarabo"",""12.3:22.75"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TBR,""city"",""Стейтсборо"",""Statesboro"",""32.4487876:-81.7831674"",""America/Indiana/Vevay"",""United States"""
"TBS,""city"",""Тбилиси"",""Tbilisi"",""41.709981:44.792998"",""Asia/Tbilisi"",""Georgia"""
"TBT,""city"",""Табатинга"",""Tabatinga"",""-4.26:-69.94"",""America/Noronha"",""Brazil"""
"TBU,""city"",""Нукуалофа"",""Nuku'alofa"",""-21.1333333:-175.2"",""Pacific/Tongatapu"",""Tonga"""
"TBV,""city"",""Табал"",""Tabal"",,""+0.0"",""Marshall Islands"""
"TBW,""city"",""Тамбов"",""Tambov"",""52.7210998:41.4173506"",""Europe/Moscow"",""Russia"""
"TBX,""city"",""Таабо"",""Taabo"",""6.233776:-5.139409"",""Africa/Abidjan"",""Ivory Coast"""
"TBY,""city"",""Чабонг"",""Tsabong"",""-26.02:22.4055556"",""Africa/Gaborone"",""Botswana"""
"TBZ,""city"",""Тебриз"",""Tabriz"",""38.080978:46.290119"",""Asia/Tehran"",""Iran"""
"TCA,""city"",""Теннант Крик"",""Tennant Creek"",""-19.6458495:134.1912458"",""Australia/Darwin"",""Australia"""
"TCB,""city"",""Тризур Кэй"",""Treasure Cay"",""26.75:-77.39"",""America/Nassau"",""Bahamas"""
"TCC,""city"",""Тукумкари"",""Tucumcari"",""35.171723:-103.7249662"",""America/Denver"",""United States"""
"TCD,""city"",""Тарапака"",""Tarapaca"",""-2.87:-69.73"",""America/Bogota"",""Colombia"""
"TCE,""city"",""Тулча"",""Tulcea"",""45.179932:28.806339"",""Europe/Bucharest"",""Romania"""
"TCF,""city"",""Токоа"",""Tocoa"",""15.6668084:-85.9953722"",""America/Tegucigalpa"",""Honduras"""
"TCG,""city"",""Чугучак"",""Tacheng"",""46.745364:82.980317"",""Asia/Chongqing"",""China"""
"TCH,""city"",""Тшибанга"",""Tchibanga"",""-2.9333333:11.0"",""Africa/Libreville"",""Gabon"""
"TCI,""city"",""Тенерифе"",""Tenerife"",""28.2915637:-16.6291304"",""Atlantic/Canary"",""Spain"""
"TCJ,""city"",""Торемби"",""Torembi"",""-4.02:143.13"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TCK,""city"",""Тинболи"",""Tinboli"",""-4.1:143.38"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TCL,""city"",""Тускалуза"",""Tuscaloosa"",,""America/Indiana/Vevay"",""United States"""
"TCN,""city"",""Теуакан"",""Tehuacan"",""18.4625:-97.3927778"",""America/Mexico_City"",""Mexico"""
"TCO,""city"",""Тумако"",""Tumaco"",""1.8066667:-78.7647222"",""America/Bogota"",""Colombia"""
"TCP,""city"",""Таба"",""Taba"",""29.5:34.883333"",""Africa/Cairo"",""Egypt"""
"TCQ,""city"",""Такна"",""Tacna"",""-18.01757:-70.250969"",""America/Lima"",""Peru"""
"TCR,""city"",""Тутикорин"",""Tuticorin"",""8.802581:78.145142"",""Asia/Kolkata"",""India"""
"TCS,""city"",""Трут-ор-Консекуэнсес"",""Truth Or Consequences"",""33.1284047:-107.2528069"",""America/Denver"",""United States"""
"TCT,""city"",""Такотна"",""Takotna"",""62.9886111:-156.0641666"",""America/Anchorage"",""United States"""
"TCU,""city"",""Тхаба Нчу"",""Thaba Nchu"",""-29.32:26.82"",""Africa/Johannesburg"",""South Africa"""
"TCW,""city"",""Токумвал"",""Tocumwal"",""-35.8116781:145.5673211"",""Australia/Sydney"",""Australia"""
"TCX,""city"",""Табас"",""Tabas"",""33.594429:56.918221"",""Asia/Tehran"",""Iran"""
"TCY,""city"",""Террас Бэй"",""Terrace Bay"",""37.69:-121.44"",""Africa/Windhoek"",""Namibia"""
"TDA,""city"",""Тринидад"",""Trinidad"",""5.43:-71.66"",""America/Bogota"",""Colombia"""
"TDB,""city"",""Татабеди"",""Tetabedi"",""-9.2:148.08"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TDD,""city"",""Тринидад"",""Trinidad"",""-14.8333333:-64.9"",""America/La_Paz"",""Bolivia"""
"TDG,""city"",""Тадаг"",""Tandag"",""9.07:126.17"",""Asia/Manila"",""Philippines"""
"TDJ,""city"",""Таджура"",""Tadjoura"",""11.7913106:42.8796227"",""Africa/Djibouti"",""Djibouti"""
"TDK,""city"",""Талды-Курган"",""Taldy-Kurgan"",""45.012989:78.378143"",""Asia/Aqtobe"",""Kazakhstan"""
"TDL,""city"",""Тандиль"",""Tandil"",""-37.3178101:-59.1503906"",""America/Argentina/Buenos_Aires"",""Argentina"""
"TDN,""city"",""Теда"",""Theda"",""38.09:27.74"",""Europe/Istanbul"",""Australia"""
"TDO,""city"",""Толедо"",""Toledo"",""46.4398305:-122.846783"",""America/Chicago"",""United States"""
"TDR,""city"",""Теодор"",""Theodore"",""-24.99:150.09"",""Australia/Brisbane"",""Australia"""
"TDS,""city"",""Сазерем"",""Sasereme"",,,""Papua New Guinea"""
"TDV,""city"",""Танандава"",""Tanandava"",""-21.7:43.73"",""Indian/Antananarivo"",""Madagascar"""
"TDX,""city"",""Трат"",""Trat"",""12.4202239:102.5298028"",,""Thailand"""
"TEA,""city"",""Тела"",""Tela"",""15.7748107:-87.4568501"",""America/Tegucigalpa"",""Honduras"""
"TEB,""city"",""Тетерборо"",""Teterboro"",""40.8598219:-74.0593075"",""America/New_York"",""United States"""
"TEC,""city"",""Телемаку-Борба"",""Telemaco Borba"",""-24.3244328:-50.6164374"",""America/Sao_Paulo"",""Brazil"""
"TED,""city"",""Тистед"",""Thisted"",""56.959168:8.703492"",""Europe/Copenhagen"",""Denmark"""
"TEE,""city"",""Тебесса"",""Tbessa"",""35.407139:8.120864"",""Africa/Algiers"",""Algeria"""
"TEF,""city"",""Телфер"",""Telfer"",""-21.7102143:122.205351"",""America/North_Dakota/New_Salem"",""Australia"""
"TEG,""city"",""Тенкодого"",""Tenkodogo"",""11.7833333:-0.3666667"",""Africa/Ouagadougou"",""Burkina Faso"""
"TEH,""city"",""Тетлин"",""Tetlin"",""63.1372222:-142.5161111"",""America/Yakutat"",""United States"""
"TEI,""city"",""Тезу"",""Tezu"",""27.94:96.13"",""Asia/Kolkata"",""India"""
"TEK,""city"",""Татитлек"",""Tatitlek"",""60.8671301:-146.6774403"",""America/Anchorage"",""United States"""
"TEL,""city"",""Телупид"",""Telupid"",""5.63:117.13"",""Asia/Kuching"",""Malaysia"""
"TEM,""city"",""Темора"",""Temora"",""-34.4469495:147.5337637"",""Australia/Sydney"",""Australia"""
"TEN,""city"",""Тунжэнь"",""Tongren"",""27.731515:109.189598"",""Asia/Chongqing"",""China"""
"TEO,""city"",""Терапо"",""Terapo"",""-8.17:146.18"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TEP,""city"",""Тептеп"",""Teptep"",""-5.95:146.57"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TEQ,""city"",""Текирдаг"",""Tekirdag"",""40.9833333:27.5166667"",""Europe/Istanbul"",""Turkey"""
"TER,""city"",""Терсейра"",""Terceira Island"",""38.7216415:-27.2205771"",""Atlantic/Azores"",""Portugal"""
"TES,""city"",""Тэсэнэй"",""Tessenei"",""15.11:36.6575"",""Africa/Asmara"",""Eritrea"""
"TET,""city"",""Тете"",""Tete"",""-16.1666667:33.6"",""Africa/Maputo"",""Mozambique"""
"TEU,""city"",""Те-Анау"",""Te Anau"",""-45.4144515:167.718053"",""Pacific/Auckland"",""New Zealand"""
"TEW,""city"",""Тохид"",""Tohid"",""42.57:-84.42"",""Asia/Tehran"",""Iran"""
"TEX,""city"",""Теллерайд"",""Telluride"",""37.9374939:-107.8122852"",""America/Denver"",""United States"""
"TEY,""city"",""Тингейри"",""Thingeyri"",""65.87:-23.56"",""Atlantic/Reykjavik"",""Iceland"""
"TEZ,""city"",""Тезпур"",""Tezpur"",""26.6528495:92.7925592"",""Asia/Kolkata"",""India"""
"TFB,""city"",""Тифалмин"",""Tifalmin"",,,""Papua New Guinea"""
"TFC,""city"",""Таормина"",""Taormina"",,,""Italy"""
"TFF,""city"",""Тефе"",""Tefe"",""-3.3207288:-64.7235833"",""America/Manaus"",""Brazil"""
"TFI,""city"",""Туфи"",""Tufi"",""-9.07:149.32"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TFL,""city"",""Теофилу-Отони"",""Teofilo Otoni"",""-17.8521128:-41.5140968"",""America/Sao_Paulo"",""Brazil"""
"TFM,""city"",""Телефомин"",""Telefomin"",""-5.12:141.63"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TFR,""city"",""Рамадан"",""Ramadan"",""30.3:31.75"",""Africa/Cairo"",""Egypt"""
"TFT,""city"",""Тафтан"",""Taftan"",""28.97:61.6"",""Asia/Tehran"",""Pakistan"""
"TFY,""city"",""Тарфая"",""Tarfaya"",""27.95:-12.92"",""Africa/Casablanca"",""Morocco"""
"TGB,""city"",""Тагбита"",""Tagbita"",""8.68:117.34"",""Asia/Manila"",""Philippines"""
"TGD,""city"",""Подгорица"",""Podgorica"",""42.4392:19.266"",""Europe/Podgorica"",""Montenegro"""
"TGE,""city"",""Таскджи"",""Tuskegee"",""32.430237:-85.7077266"",""America/Chicago"",""United States"""
"TGF,""city"",""Тинь"",""Tignes"",""45.491996:6.921169"",""Europe/Paris"",""France"""
"TGG,""city"",""Куала-Тренгану"",""Kuala Terengganu"",""5.311737:103.119912"",""Asia/Kuala_Lumpur"",""Malaysia"""
"TGH,""city"",""Тонгоа"",""Tongoa"",""-16.90826:168.5547283"",""Pacific/Efate"",""Vanuatu"""
"TGI,""city"",""Тинго Мария"",""Tingo Maria"",""-9.29528:-75.997543"",""America/Lima"",""Peru"""
"TGJ,""city"",""Тига"",""Tiga"",""-21.0981993:167.8081363"",""Asia/Kabul"",""New Caledonia"""
"TGK,""city"",""Таганрог"",""Taganrog"",""47.14:38.54"",""Europe/Moscow"",""Russia"""
"TGL,""city"",""Тагула"",""Tagula"",""-11.33:153.2"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TGM,""city"",""Тыргу-Муреш"",""Tirgu Mures"",""46.5455556:24.5625"",""Europe/Bucharest"",""Romania"""
"TGN,""city"",""Траралгон"",""Traralgon"",""-38.1971087:146.534618"",""Australia/Melbourne"",""Australia"""
"TGO,""city"",""Тунляо"",""Tongliao"",""43.61944:122.265737"",""Asia/Harbin"",""China"""
"TGQ,""city"",""Тангара де Сьерра"",""Tangara da Serra"",""-6.18:-35.82"",""America/Cuiaba"",""Brazil"""
"TGR,""city"",""Туггурт"",""Touggourt"",""33.1:6.0666667"",""Africa/Algiers"",""Algeria"""
"TGS,""city"",""Чокве"",""Chokwe"",""-24.52:32.97"",""Africa/Maputo"",""Mozambique"""
"TGT,""city"",""Танга"",""Tanga"",""-5.069489:39.098759"",""Africa/Dar_es_Salaam"",""Tanzania"""
"TGU,""city"",""Тегусигальпа"",""Tegucigalpa"",""14.0820537:-87.2062849"",""America/Tegucigalpa"",""Honduras"""
"TGV,""city"",""Тарговиште"",""Targovishte"",""42.42:24.5"",""Europe/Sofia"",""Bulgaria"""
"TGX,""city"",""Тингрела"",""Tingrela"",""10.48137:-6.40944"",""Africa/Abidjan"",""Ivory Coast"""
"TGZ,""city"",""Тустла Гутьеррес"",""Tuxtla Gutierrez"",""16.75:-93.1166667"",""America/Mexico_City"",""Mexico"""
"THA,""city"",""Таллахома"",""Tullahoma"",""35.3620235:-86.2094342"",""America/Chicago"",""United States"""
"THB,""city"",""Таба-Цека"",""Thaba-Tseka"",""-29.6215585:28.4863963"",""Africa/Maseru"",""Lesotho"""
"THC,""city"",""Тчиен"",""Tchien"",""6.07:-8.13"",""Africa/Monrovia"",""Liberia"""
"THE,""city"",""Терезина"",""Teresina"",""-5.0892123:-42.8016275"",""America/Fortaleza"",""Brazil"""
"THG,""city"",""Тангул"",""Thangool"",""-24.4867628:150.5757516"",""Australia/Brisbane"",""Australia"""
"THH,""city"",""Тахароа"",""Taharoa"",""-38.1507329:174.738752"",""Pacific/Auckland"",""New Zealand"""
"THI,""city"",""Тичитт"",""Tichitt"",""18.45:-9.52"",""Africa/Nouakchott"",""Mauritania"""
"THK,""city"",""Тхакхэк"",""Thakhek"",""17.41053:104.8321"",""Asia/Vientiane"",""Laos"""
"THL,""city"",""Тачилек"",""Tachilek"",""20.48:99.94"",""Asia/Rangoon"",""Myanmar"""
"THM,""city"",""Томпсон Филд"",""Thompsonfield"",""47.57:-115.28"",""America/New_York"",""United States"""
"THN,""city"",""Троллхаттан"",""Trollhattan"",""58.32:12.35"",""Europe/Stockholm"",""Sweden"""
"THO,""city"",""Торсхофн"",""Thorshofn"",""66.22:-15.33"",""Atlantic/Reykjavik"",""Iceland"""
"THP,""city"",""Термополис"",""Thermopolis"",""43.6460672:-108.2120432"",""America/Denver"",""United States"""
"THR,""city"",""Тегеран"",""Tehran"",""35.6961111:51.4230556"",""Asia/Tehran"",""Iran"""
"THS,""city"",""Сукхотаи"",""Sukhothai"",""17.24:99.82"",""Asia/Bangkok"",""Thailand"""
"THT,""city"",""Тамчакетт"",""Tamchakett"",""17.23:-10.82"",""Africa/Nouakchott"",""Mauritania"""
"THU,""city"",""Питуффик"",""Pituffik"",""76.53:-68.7"",""America/Thule"",""Greenland"""
"THV,""city"",""Йорк"",""York"",""39.9625984:-76.727745"",""America/Chicago"",""United States"""
"THY,""city"",""Тхохояндоу"",""Thohoyandou"",""-22.95:30.4833333"",""Africa/Johannesburg"",""South Africa"""
"THZ,""city"",""Тахуа"",""Tahoua"",""14.9:5.266667"",""Africa/Niamey"",""Niger"""
"TIA,""city"",""Тирана"",""Tirana"",""41.326:19.816"",""Europe/Tirane"",""Albania"""
"TIB,""city"",""Тибу"",""Tibu"",""8.65:-72.7333333"",""America/Bogota"",""Colombia"""
"TIC,""city"",""Тинак Айленд"",""Tinak Island"",""7.13:171.92"",""Pacific/Majuro"",""Marshall Islands"""
"TID,""city"",""Тиарет"",""Tiaret"",""35.34:1.46"",""Africa/Algiers"",""Algeria"""
"TIE,""city"",""Типпи"",""Tippi"",""7.12:35.38"",""Africa/Addis_Ababa"",""Ethiopia"""
"TIF,""city"",""Таиф"",""Taif"",""21.2773775:40.4210684"",""Asia/Riyadh"",""Saudi Arabia"""
"TIG,""city"",""Тингвон"",""Tingwon"",""-2.6:149.7"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TIH,""city"",""Тикехау"",""Tikehau Atoll"",""-15.1203143:-148.2330833"",""Pacific/Tahiti"",""French Polynesia"""
"TII,""city"",""Тиринкот"",""Tirinkot"",""32.6:65.86"",""Asia/Kabul"",""Afghanistan"""
"TIJ,""city"",""Тихуана"",""Tijuana"",""32.533489:-117.018204"",""America/Tijuana"",""Mexico"""
"TIL,""city"",""Инверлейк"",""Inverlake"",""50.5:-1.03"",""America/Edmonton"",""Canada"""
"TIM,""city"",""Тембагапура"",""Tembagapura"",""-4.53:136.89"",""Asia/Jayapura"",""Indonesia"""
"TIN,""city"",""Тиндоуф"",""Tindouf"",""27.7:-8.17"",""Africa/Algiers"",""Algeria"""
"TIO,""city"",""Тилин"",""Tilin"",""21.7:94.1"",""Asia/Rangoon"",""Myanmar"""
"TIP,""city"",""Триполи"",""Tripoli"",""32.876174:13.187507"",""Africa/Tripoli"",""Libya"""
"TIQ,""city"",""Тиниан"",""Tinian"",""15.0043455:145.6356577"",""Pacific/Saipan"",""Northern Mariana Islands"""
"TIR,""city"",""Тирупати"",""Tirupati"",""13.65:79.4166667"",""Asia/Kolkata"",""India"""
"TIS,""city"",""Терсдей Айленд"",""Thursday Island"",""-10.579887:142.2184918"",""Australia/Lindeman"",""Australia"""
"TIU,""city"",""Тимару"",""Timaru"",""-44.3969718:171.2549729"",""Pacific/Auckland"",""New Zealand"""
"TIV,""city"",""Тиват"",""Tivat"",""42.431877:18.711267"",""Europe/Podgorica"",""Montenegro"""
"TIW,""city"",""Такома"",""Tacoma"",""47.2528768:-122.4442906"",""America/New_York"",""United States"""
"TIX,""city"",""Титусвилль"",""Titusville"",""28.6122187:-80.8075537"",""America/Indiana/Vevay"",""United States"""
"TIY,""city"",""Тиджикжа"",""Tidjikja"",""18.55761:-11.4308"",""Africa/Nouakchott"",""Mauritania"""
"TIZ,""city"",""Тари"",""Tari"",""-5.85:142.95"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TJA,""city"",""Тариха"",""Tarija"",""-21.531811:-64.731163"",""America/La_Paz"",""Bolivia"""
"TJB,""city"",""Танджунг Балаи"",""Tanjung Balai"",""1.05:103.38"",""Asia/Pontianak"",""Indonesia"""
"TJC,""city"",""Тикантики"",""Ticantiki"",""9.42:-78.48"",""America/Panama"",""Panama"""
"TJG,""city"",""Танджунг Варукин"",""Tanjung Warukin"",""-2.22:115.44"",""Asia/Jakarta"",""Indonesia"""
"TJH,""city"",""Тоёока"",""Toyooka"",""35.5444727:134.8201842"",""Asia/Tokyo"",""Japan"""
"TJI,""city"",""Трухильо"",""Trujillo"",""15.9163:-85.955566"",""America/Tegucigalpa"",""Honduras"""
"TJK,""city"",""Токат"",""Tokat"",""40.3166667:36.55"",""Europe/Istanbul"",""Turkey"""
"TJM,""city"",""Тюмень"",""Tyumen"",""57.1549492:65.5156404"",""Asia/Yekaterinburg"",""Russia"""
"TJN,""city"",""Такуме"",""Takume"",""-15.82:-1.2"",""Pacific/Tahiti"",""French Polynesia"""
"TJQ,""city"",""Танджунг Пандан"",""Tanjung Pandan"",""-2.75:107.75"",""Asia/Makassar"",""Indonesia"""
"TJS,""city"",""Танджунг Селор"",""Tanjung Selor"",""2.84:117.37"",""Asia/Makassar"",""Indonesia"""
"TJU,""city"",""Куляб"",""Kulob"",""37.911944454444:69.780833343333"",""Asia/Oral"",""Tajikistan"""
"TJV,""city"",""Тханджавур"",""Thanjavur"",""10.784946:79.140443"",""Asia/Kolkata"",""India"""
"TKA,""city"",""Талкитна"",""Talkeetna"",""62.3125572:-150.0891536"",""America/Anchorage"",""United States"""
"TKB,""city"",""Текаду"",""Tekadu"",""-7.666667:146.55"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"TKC,""city"",""Тико"",""Tiko"",""4.075:9.36"",""Africa/Douala"",""Cameroon"""
"TKD,""city"",""Такоради"",""Takoradi"",""4.9:-1.77"",""Africa/Accra"",""Ghana"""
"TKE,""city"",""Танаки Спрингс"",""Tenakee Springs"",,""America/Juneau"",""United States"""
"TKF,""city"",""Траки"",""Truckee"",""39.327962:-120.1832533"",""America/Los_Angeles"",""United States"""
"TKG,""city"",""Бандар-Лампунг"",""Bandar Lampung"",""-5.45:105.2666667"",""Asia/Jakarta"",""Indonesia"""
"TKH,""city"",""Такхли"",""Takhli"",""15.28:100.3"",""Asia/Bangkok"",""Thailand"""
"TKI,""city"",""Токен"",""Tokeen"",""55.94:-133.33"",""America/Chicago"",""United States"""
"TKJ,""city"",""Ток"",""Tok"",""63.3:-143.01"",""America/Anchorage"",""United States"""
"TKK,""city"",""Трук"",""Truk"",""7.46:151.84"",""Pacific/Ponape"",""Micronesia"""
"TKL,""city"",""Таку Лодж"",""Taku Lodge"",""58.49:-133.94"",""America/Juneau"",""United States"""
"TKM,""city"",""Тикал"",""Tikal"",""17.22:-89.63"",""America/Guatemala"",""Guatemala"""
"TKN,""city"",""Токуносима"",""Tokunoshima"",""27.7266812:129.0183801"",""Asia/Tokyo"",""Japan"""
